TARGET_BAD_FLAG,TARGET_LOSS_AMT,LOAN,IMP_MORTDUE,M_MORTDUE,IMP_VALUE,M_VALUE,IMP_YOJ,M_YOJ,IMP_DEROG,M_DEROG,IMP_DELINQ,M_DELINQ,IMP_CLAGE,M_CLAGE,IMP_NINQ,M_NINQ,IMP_CLNO,M_CLNO,IMP_DEBTINC,M_DEBTINC,FLAG.Job.Mgr,FLAG.Job.Office,FLAG.Job.Other,FLAG.Job.ProfExe,FLAG.Job.Sales,FLAG.Job.Self,FLAG.Reason.DebtCon,FLAG.Reason.HomeImp
0,0,8162.15,85223,0,73104,0,8.0,0,1,0,0,0,120.6,0,4,0,24,0,33.45,0,0,0,0,0,0,1,1,0
0,0,1219.13,77481,0,45067,0,9.2,0,0,1,0,0,217.4,0,1,0,36,0,20.09,0,0,0,0,0,1,0,0,1
0,0,23058.15,91073,0,136027,0,19.1,0,0,0,1,0,180.0,1,0,0,12,0,34.97,0,0,0,0,1,0,0,1,0
0,0,5917.21,89479,0,88794,0,9.0,1,2,0,0,0,130.9,0,1,0,18,0,40.4,0,1,0,0,0,0,0,0,1
0,0,17915.66,109774,0,69989,0,8.9,0,1,0,1,0,144.9,0,0,0,18,0,32.17,0,0,0,1,0,0,0,1,0
0,0,30857.93,73000,1,16538,0,5.9,0,0,0,1,0,269.6,0,3,0,10,0,33.0,1,0,1,0,0,0,0,1,0
0,0,21929.53,28156,0,118147,0,4.7,0,0,0,1,0,190.8,0,2,0,29,0,38.32,0,0,0,0,0,1,0,1,0
0,0,27251.92,67160,0,27979,0,14.6,0,0,0,1,0,144.0,0,4,0,14,0,38.9,0,0,0,0,0,1,0,1,0
0,0,35567.1,153314,0,98285,0,9.0,1,0,0,0,0,97.1,0,2,0,24,0,46.49,0,0,0,0,0,1,0,1,0
0,0,35454.96,47139,0,32845,0,1.8,0,0,0,0,0,171.7,0,3,0,7,0,29.39,0,0,1,0,0,0,0,1,0
0,0,1545.69,73000,1,23339,0,17.1,0,1,0,0,0,240.0,0,2,0,5,0,33.0,1,0,0,0,0,1,0,0,1
0,0,31545.68,69612,0,112606,0,11.0,0,1,0,0,0,147.9,0,2,0,27,0,33.0,1,0,1,0,0,0,0,0,1
0,0,17026.49,103613,0,120604,0,3.3,0,0,0,1,0,41.3,0,0,0,45,0,31.32,0,0,0,0,1,0,0,1,0
0,0,29249.84,125680,0,62038,0,5.4,0,1,0,2,0,91.8,0,0,0,27,0,29.13,0,0,1,0,0,0,0,1,0
0,0,10394.54,73000,1,145232,0,2.7,0,0,0,2,0,153.6,0,0,0,16,0,40.68,0,0,0,1,0,0,0,0,1
0,0,15059.21,75434,0,144225,0,3.7,0,1,0,1,0,172.8,0,3,0,25,0,41.75,0,0,0,0,0,1,0,0,1
0,0,32775.87,44571,0,80889,0,11.3,0,0,0,1,0,192.4,0,1,0,22,0,33.0,1,0,1,0,0,0,0,0,1
1,11736.13,32731.87,129158,0,122692,0,13.2,0,2,0,2,0,278.3,0,2,0,11,0,29.38,0,1,0,0,0,0,0,1,0
0,0,27764.08,141383,0,175067,0,11.2,0,1,0,2,0,288.2,0,0,0,41,0,17.13,0,0,0,1,0,0,0,0,1
0,0,26368.99,108561,0,151329,0,11.5,0,0,1,0,0,230.1,0,0,0,11,0,35.99,0,0,0,1,0,0,0,0,1
1,20647.96,19253.19,140274,0,164802,0,9.9,0,0,0,1,0,167.4,0,1,1,21,1,33.0,1,0,1,0,0,0,0,1,0
0,0,13471.76,22640,0,8459,0,3.2,0,2,0,2,0,109.3,0,6,0,37,0,36.58,0,0,1,0,0,0,0,0,1
1,9779.93,29112.99,125888,0,129146,0,19.4,0,0,0,2,0,277.7,0,0,0,28,0,42.98,0,0,0,0,0,1,0,1,0
1,11718.39,15180.03,48331,0,67829,0,4.9,0,0,0,1,0,274.2,0,1,1,24,0,32.63,0,0,0,0,0,1,0,1,0
0,0,8796.23,73000,1,124132,0,9.3,0,1,0,0,0,78.3,0,0,0,32,0,30.89,0,0,0,0,0,0,1,0,1
0,0,11072.56,51115,0,118295,0,21.0,0,2,0,1,0,174.8,0,2,0,22,0,38.82,0,0,0,0,0,0,1,1,0
0,0,26935.16,115217,0,119027,0,5.6,0,0,0,2,0,210.1,0,4,0,35,0,24.48,0,1,0,0,0,0,0,1,0
0,0,11590.68,54162,0,53125,0,2.9,0,0,0,1,0,180.0,1,1,0,15,0,46.12,0,0,1,0,0,0,0,0,1
0,0,16058.54,97704,0,92409,0,16.8,0,1,0,0,1,380.3,0,1,1,23,0,21.1,0,0,0,0,0,1,0,1,0
0,0,15663.03,126238,0,95250,0,9.8,0,0,0,1,0,185.9,0,4,0,30,0,33.0,1,0,1,0,0,0,0,1,0
0,0,17769.86,53644,0,55426,0,13.9,0,0,0,0,0,82.4,0,1,0,22,0,28.78,0,1,0,0,0,0,0,0,1
0,0,28122.66,121212,0,88459,0,1.0,0,1,0,0,0,12.6,0,2,0,24,0,40.49,0,0,0,0,0,1,0,0,1
1,7773.92,5862.88,73000,1,113351,0,10.8,0,0,0,0,0,4.6,0,2,0,31,0,33.06,0,0,0,0,1,0,0,0,1
0,0,23323.44,128142,0,183917,0,2.3,0,0,0,0,1,193.8,0,1,0,21,1,24.44,0,0,0,1,0,0,0,0,1
0,0,38552.56,54992,0,108819,0,16.0,0,1,0,0,0,72.8,0,1,0,26,0,34.83,0,0,0,1,0,0,0,0,1
0,0,25209.83,105504,0,64184,0,6.3,0,0,0,1,0,166.5,0,5,0,18,0,38.77,0,0,0,0,0,1,0,1,0
0,0,37192.12,16317,0,61042,0,12.5,0,0,0,2,0,61.6,0,0,0,8,0,39.82,0,0,0,0,0,1,0,0,1
0,0,9522.52,83543,0,127589,0,0.1,0,1,0,0,0,323.6,0,1,1,30,0,47.07,0,0,0,1,0,0,0,0,1
1,18615.15,25581.59,81247,0,58707,0,11.3,0,0,1,0,0,269.1,0,3,0,32,0,41.25,0,0,1,0,0,0,0,1,0
0,0,34687.2,53003,0,139974,0,4.1,0,1,0,0,0,181.0,0,3,0,27,0,33.0,1,0,0,0,0,0,1,0,1
0,0,9630.2,73000,1,153179,0,5.5,0,1,0,0,0,178.7,0,1,0,19,0,33.0,1,0,0,1,0,0,0,1,0
0,0,28854.02,16227,0,138402,0,9.0,1,0,0,2,0,59.6,0,3,0,36,0,48.86,0,0,0,0,0,0,1,0,1
0,0,12155.81,98827,0,105704,0,10.8,0,1,0,1,0,228.4,0,1,0,13,0,36.42,0,0,1,0,0,0,0,1,0
0,0,21292.24,73000,1,101000,1,4.6,0,1,0,1,0,181.1,0,0,0,27,0,34.58,0,0,0,0,1,0,0,0,1
1,20254.88,19657.14,35698,0,101222,0,9.0,1,0,1,1,0,208.6,0,2,0,21,1,28.52,0,1,0,0,0,0,0,1,0
0,0,18879.65,38013,0,126105,0,3.1,0,1,0,1,0,200.6,0,1,1,27,0,21.23,0,0,0,0,0,1,0,0,1
0,0,38379.22,95341,0,56414,0,12.3,0,0,0,1,0,158.8,0,0,0,15,0,33.0,1,0,0,0,0,1,0,1,0
1,25409.18,13349.66,73000,1,176526,0,5.6,0,0,0,0,0,218.5,0,2,0,0,0,33.0,1,1,0,0,0,0,0,0,1
0,0,2636.58,129433,0,157746,0,8.0,0,2,0,0,1,283.9,0,0,0,28,0,15.26,0,0,0,0,0,1,0,0,1
0,0,7949.91,38313,0,186224,0,10.8,0,1,0,0,0,239.9,0,0,0,27,0,27.97,0,0,0,0,0,1,0,0,1
0,0,8501.95,97568,0,94904,0,1.7,0,0,0,1,0,125.1,0,4,0,22,0,32.42,0,1,0,0,0,0,0,0,1
0,0,15723.4,35955,0,99038,0,12.9,0,1,0,1,0,131.4,0,3,0,17,0,40.17,0,0,1,0,0,0,0,1,0
0,0,23122.31,73000,1,140741,0,12.4,0,0,0,0,0,242.4,0,3,0,36,0,33.0,1,0,0,0,0,1,0,0,1
0,0,26928.78,47633,0,84944,0,12.9,0,0,0,0,0,318.3,0,3,0,21,1,33.0,1,0,0,0,0,0,1,1,0
0,0,21994.08,41198,0,157586,0,11.5,0,0,0,0,0,300.2,0,1,1,21,0,33.0,1,0,0,1,0,0,0,1,0
0,0,22194.15,0,0,101000,1,9.3,0,0,0,1,0,206.3,0,1,0,21,0,49.0,0,0,0,0,0,0,1,0,1
0,0,13233.46,34159,0,97293,0,2.1,0,0,0,1,0,170.4,0,0,0,36,0,33.0,1,0,1,0,0,0,0,1,0
1,6763.29,27916.9,95902,0,108568,0,14.6,0,0,0,2,0,79.9,0,0,0,23,0,23.86,0,0,0,0,0,1,0,1,0
0,0,21033.8,73000,1,170664,0,2.5,0,1,0,0,0,150.6,0,2,0,29,0,33.0,1,0,1,0,0,0,0,0,1
0,0,21648.95,93061,0,74673,0,6.9,0,0,0,1,0,183.3,0,1,0,4,0,39.15,0,0,1,0,0,0,0,1,0
0,0,39724.79,94745,0,188919,0,13.4,0,0,0,1,0,159.2,0,0,0,12,0,33.0,1,0,0,0,1,0,0,0,1
0,0,5237.75,96161,0,125510,0,18.6,0,0,1,2,0,45.7,0,1,0,20,0,20.13,0,0,0,0,0,0,1,1,0
0,0,35930.47,73000,1,101883,0,6.8,0,0,0,2,0,138.5,0,1,0,25,0,36.84,0,0,0,0,0,0,1,1,0
0,0,24143.41,67622,0,67844,0,7.9,0,0,1,0,0,165.0,0,0,0,26,0,24.11,0,0,0,1,0,0,0,1,0
1,17497.62,18480.48,56025,0,151016,0,6.2,0,1,0,0,0,70.8,0,0,0,14,0,39.92,0,0,0,1,0,0,0,1,0
0,0,23389.68,73000,1,106699,0,1.3,0,1,0,0,0,27.6,0,2,0,19,0,30.35,0,0,0,0,1,0,0,0,1
0,0,29589.97,111954,0,0,0,4.0,0,0,1,1,0,126.8,0,1,1,26,0,33.0,1,0,0,0,1,0,0,1,0
0,0,2524.3,31901,0,101000,1,3.7,0,0,0,1,0,216.7,0,0,0,14,0,28.01,0,0,0,0,0,1,0,0,1
0,0,34329.81,142098,0,56924,0,9.0,1,1,0,0,1,206.1,0,1,0,19,0,29.66,0,0,0,1,0,0,0,1,0
1,12082.47,38761.4,52193,0,130242,0,11.7,0,1,0,1,0,174.6,0,1,1,23,0,24.85,0,1,0,0,0,0,0,1,0
1,14607.11,30254.69,0,0,142352,0,14.2,0,0,0,0,0,165.7,0,3,0,17,0,33.0,1,0,1,0,0,0,0,1,0
1,11731.35,36496.29,40226,0,69994,0,5.1,0,0,0,0,0,131.7,0,1,1,12,0,25.12,0,0,0,0,0,0,1,0,1
0,0,9690.66,50413,0,111605,0,3.1,0,0,1,1,0,238.1,0,0,0,21,1,33.0,1,1,0,0,0,0,0,1,0
0,0,31386.18,93911,0,105503,0,5.2,0,0,0,1,0,99.9,0,0,0,18,0,33.0,1,0,0,1,0,0,0,1,0
0,0,13192.48,0,0,169979,0,11.2,0,0,1,1,0,158.8,0,0,0,24,0,33.0,1,0,0,0,1,0,0,0,1
1,9323.09,31789.36,44262,0,77427,0,13.6,0,0,0,1,0,130.8,0,3,0,26,0,36.96,0,0,0,0,0,0,1,1,0
0,0,2459.95,45582,0,73751,0,9.0,1,1,0,0,1,222.3,0,1,1,26,0,40.89,0,0,0,0,0,0,1,1,0
0,0,29428.6,1015,0,109873,0,5.9,0,0,0,0,0,345.4,0,0,0,24,0,30.51,0,0,1,0,0,0,0,0,1
1,8787.1,24579.45,65213,0,44070,0,17.7,0,1,0,0,1,206.0,0,1,0,21,0,34.47,0,1,0,0,0,0,0,1,0
0,0,16974.35,39626,0,123696,0,6.6,0,2,0,0,0,282.8,0,0,0,9,0,36.9,0,0,0,0,1,0,0,0,1
0,0,23269.57,73553,0,77612,0,9.0,1,0,0,0,0,204.5,0,1,0,18,0,37.19,0,1,0,0,0,0,0,0,1
1,982.18,13798.48,123610,0,65442,0,26.3,0,1,0,0,0,252.6,0,0,0,35,0,33.0,1,0,0,0,0,1,0,1,0
0,0,23546.77,71834,0,185985,0,7.8,0,0,0,1,0,39.5,0,0,0,17,0,29.47,0,1,0,0,0,0,0,0,1
0,0,22850.69,35599,0,122364,0,2.1,0,1,0,0,0,175.8,0,4,0,22,0,33.0,1,0,0,0,0,1,0,1,0
0,0,4112.99,113739,0,115598,0,6.2,0,1,0,2,0,80.6,0,2,0,16,0,33.0,1,0,0,1,0,0,0,0,1
1,19558.45,6289.53,83470,0,149627,0,20.4,0,0,0,0,0,133.4,0,0,0,34,0,33.0,1,1,0,0,0,0,0,0,1
0,0,39041.68,148952,0,88331,0,16.4,0,0,0,2,0,59.1,0,2,0,29,0,31.0,0,1,0,0,0,0,0,1,0
0,0,36529.53,111695,0,105476,0,10.5,0,1,0,0,0,180.2,0,2,0,20,0,33.0,1,1,0,0,0,0,0,0,1
0,0,13609.86,101064,0,75426,0,9.0,1,2,0,1,0,180.0,1,0,0,21,0,34.11,0,1,0,0,0,0,0,0,1
0,0,27380.86,93759,0,42778,0,7.3,0,1,0,0,1,114.0,0,1,0,30,0,33.0,1,0,1,0,0,0,0,1,0
0,0,30777.72,63270,0,162090,0,1.4,0,2,0,1,0,53.4,0,2,0,30,0,53.79,0,0,0,0,0,1,0,1,0
0,0,30544.8,86976,0,134463,0,9.0,1,0,0,1,0,271.0,0,2,0,21,0,12.56,0,0,0,0,1,0,0,0,1
0,0,18530.78,81518,0,83413,0,6.5,0,0,0,1,0,26.5,0,2,0,25,0,39.04,0,0,1,0,0,0,0,1,0
0,0,24837.31,80662,0,101000,1,15.1,0,0,0,1,0,215.9,0,0,0,9,0,43.09,0,1,0,0,0,0,0,0,1
0,0,13073.09,160075,0,72374,0,10.6,0,0,0,1,0,248.7,0,0,0,25,0,33.0,1,1,0,0,0,0,0,0,1
0,0,28061.99,13495,0,110662,0,11.8,0,1,0,0,1,180.0,1,2,0,7,0,36.69,0,1,0,0,0,0,0,1,0
0,0,31397.88,80197,0,195846,0,4.8,0,0,0,2,0,180.0,1,2,0,25,0,34.79,0,0,0,0,0,1,0,0,1
1,10564.41,30352.77,73000,1,75631,0,10.2,0,0,0,1,0,124.1,0,1,1,25,0,26.76,0,0,0,0,1,0,0,1,0
0,0,22339.15,2137,0,178556,0,14.5,0,0,0,2,0,126.7,0,4,0,18,0,33.0,1,0,1,0,0,0,0,1,0
0,0,11525.25,159397,0,156264,0,14.5,0,0,0,2,0,180.0,1,0,0,12,0,33.67,0,0,0,0,0,0,1,0,1
0,0,12704.21,93890,0,167507,0,7.1,0,0,0,0,0,207.3,0,2,0,33,0,33.0,1,0,0,0,1,0,0,0,1
0,0,28421.63,65099,0,20460,0,2.6,0,0,0,0,0,208.0,0,3,0,22,0,27.22,0,0,0,0,0,1,0,1,0
0,0,5271.88,73000,1,78505,0,22.1,0,1,0,1,0,312.8,0,0,0,8,0,33.0,1,0,0,1,0,0,0,1,0
0,0,11491.61,32697,0,119932,0,15.8,0,1,0,0,0,200.0,0,2,0,21,0,32.25,0,0,0,1,0,0,0,1,0
0,0,30693.14,73000,1,157277,0,10.1,0,0,0,0,0,174.7,0,1,0,17,0,31.56,0,1,0,0,0,0,0,1,0
0,0,34379.08,116327,0,132950,0,10.0,0,1,0,1,0,69.2,0,1,1,21,1,35.03,0,1,0,0,0,0,0,0,1
0,0,11062.52,38195,0,197384,0,13.9,0,0,0,0,0,312.4,0,1,1,38,0,42.4,0,0,0,0,0,1,0,0,1
0,0,13859.32,105892,0,146610,0,18.9,0,0,0,1,0,203.9,0,0,0,27,0,27.65,0,0,0,1,0,0,0,0,1
0,0,6782.52,73000,1,123878,0,10.4,0,1,0,0,1,11.2,0,1,0,7,0,33.0,1,0,0,0,1,0,0,1,0
1,10637.36,14519.37,108602,0,66680,0,3.1,0,1,0,0,0,206.5,0,1,1,21,0,33.0,1,0,0,0,0,0,1,0,1
1,14215.39,5531.62,59763,0,109349,0,4.8,0,1,0,0,1,285.7,0,1,0,29,0,33.0,1,1,0,0,0,0,0,1,0
1,8166.85,35280.17,95354,0,84452,0,9.0,1,0,1,3,0,213.8,0,4,0,22,0,46.23,0,0,0,1,0,0,0,0,1
0,0,2794.14,114352,0,54665,0,4.7,0,1,0,0,1,171.5,0,0,0,33,0,39.71,0,0,0,1,0,0,0,1,0
0,0,38483.0,73000,1,156668,0,9.0,0,1,0,1,0,180.0,1,3,0,5,0,40.15,0,0,0,0,1,0,0,1,0
0,0,11766.42,154038,0,148604,0,1.6,0,1,0,1,0,111.4,0,2,0,21,1,17.14,0,0,0,1,0,0,0,0,1
0,0,38968.62,121408,0,87135,0,9.0,1,0,0,0,0,226.0,0,1,0,29,0,33.0,1,0,0,1,0,0,0,1,0
1,8438.35,16587.11,46941,0,25636,0,16.4,0,1,0,0,0,169.9,0,2,0,13,0,27.37,0,0,0,0,0,1,0,1,0
0,0,21601.17,60757,0,180727,0,9.0,1,1,0,2,0,64.6,0,2,0,15,0,34.65,0,1,0,0,0,0,0,0,1
1,13368.05,24840.73,48668,0,26556,0,15.0,0,0,0,0,1,227.3,0,2,0,11,0,27.33,0,0,0,1,0,0,0,1,0
0,0,9184.41,68731,0,78854,0,9.5,0,0,0,0,0,52.6,0,3,0,4,0,44.86,0,0,0,0,0,0,1,1,0
0,0,11076.45,44478,0,82875,0,4.9,0,0,0,3,0,279.7,0,2,0,25,0,17.18,0,0,0,0,0,0,1,1,0
0,0,31396.2,58691,0,131274,0,10.7,0,0,0,1,0,21.6,0,2,0,7,0,25.37,0,0,0,0,1,0,0,0,1
0,0,21883.48,73000,1,108985,0,5.9,0,0,0,0,0,194.3,0,2,0,21,1,35.98,0,0,1,0,0,0,0,1,0
0,0,16415.19,99985,0,123511,0,8.3,0,0,0,1,0,97.6,0,2,0,7,0,37.29,0,1,0,0,0,0,0,1,0
0,0,39319.17,129177,0,71994,0,11.0,0,0,0,0,1,225.4,0,1,1,21,0,36.77,0,0,1,0,0,0,0,0,1
0,0,28409.83,28158,0,35268,0,0.6,0,1,0,0,1,298.9,0,0,0,24,0,33.0,1,0,0,1,0,0,0,1,0
0,0,29068.11,78424,0,30030,0,1.3,0,1,0,0,0,129.9,0,2,0,21,0,40.12,0,0,1,0,0,0,0,0,1
0,0,32527.01,51071,0,115146,0,6.2,0,0,0,2,0,203.7,0,0,0,27,0,36.39,0,0,0,0,0,1,0,1,0
0,0,11124.3,73000,1,175577,0,5.6,0,0,1,0,0,247.9,0,0,0,27,0,33.0,1,0,0,0,1,0,0,1,0
1,7290.54,20501.57,76341,0,74702,0,12.6,0,0,0,0,1,240.8,0,2,0,24,0,33.0,1,0,0,0,0,0,1,0,1
0,0,15949.58,146410,0,117274,0,13.8,0,0,0,1,0,325.9,0,0,0,28,0,39.55,0,0,1,0,0,0,0,0,1
0,0,34527.0,47096,0,0,0,16.0,0,0,0,2,0,307.4,0,1,0,22,0,35.83,0,0,0,0,1,0,0,1,0
1,14132.72,28062.95,26860,0,106983,0,9.0,1,0,0,0,0,56.4,0,0,0,27,0,33.0,1,0,0,1,0,0,0,0,1
0,0,29733.07,127597,0,140028,0,3.4,0,0,0,0,1,230.8,0,0,0,24,0,40.86,0,0,1,0,0,0,0,1,0
1,22090.67,7866.48,94177,0,92201,0,15.8,0,0,0,0,0,40.9,0,1,0,15,0,29.31,0,0,0,0,0,1,0,1,0
1,22195.99,7853.14,106473,0,129670,0,9.0,1,0,0,0,0,292.3,0,5,0,37,0,33.0,1,0,0,0,0,1,0,1,0
0,0,18572.5,123240,0,50241,0,22.9,0,1,0,2,0,96.5,0,2,0,27,0,39.74,0,1,0,0,0,0,0,0,1
1,8523.3,11866.85,53584,0,101000,1,6.9,0,0,0,0,0,342.7,0,3,0,30,0,32.41,0,0,0,0,0,0,1,1,0
0,0,20237.0,60240,0,182582,0,16.7,0,0,0,1,0,140.3,0,2,0,14,0,37.39,0,0,0,0,0,1,0,0,1
0,0,9010.95,17223,0,105244,0,8.8,0,0,0,1,0,99.0,0,0,0,32,0,23.8,0,0,1,0,0,0,0,1,0
1,21571.77,31094.24,0,0,119021,0,7.6,0,1,0,0,1,208.3,0,5,0,21,0,33.88,0,0,0,0,0,0,1,0,1
0,0,38963.59,91444,0,125141,0,5.7,0,0,0,0,0,72.0,0,1,0,23,0,33.0,1,0,1,0,0,0,0,0,1
0,0,16370.46,73000,1,141587,0,2.4,0,1,0,2,0,291.6,0,1,1,32,0,33.07,0,0,0,0,0,1,0,1,0
0,0,5598.27,33044,0,71107,0,9.1,0,0,0,1,0,39.0,0,0,0,28,0,33.0,1,0,1,0,0,0,0,1,0
0,0,3964.53,79010,0,152140,0,21.9,0,0,0,0,0,91.9,0,4,0,34,0,25.2,0,1,0,0,0,0,0,1,0
0,0,7175.23,92637,0,66174,0,7.9,0,0,1,2,0,230.7,0,0,0,20,0,33.0,1,0,1,0,0,0,0,1,0
0,0,18223.05,111605,0,76164,0,15.7,0,0,0,1,0,210.9,0,1,0,39,0,35.74,0,1,0,0,0,0,0,0,1
0,0,19841.0,73000,1,56882,0,9.3,0,1,0,0,0,145.6,0,2,0,27,0,40.75,0,0,0,0,1,0,0,0,1
1,2252.93,21270.85,27088,0,41258,0,13.1,0,1,0,0,0,52.8,0,3,0,35,0,25.44,0,0,1,0,0,0,0,0,1
0,0,4125.97,52113,0,86983,0,2.1,0,1,0,1,0,9.9,0,3,0,20,0,34.09,0,1,0,0,0,0,0,1,0
0,0,10581.67,0,0,87297,0,17.9,0,0,0,0,0,137.2,0,2,0,25,0,26.6,0,0,0,1,0,0,0,0,1
1,11435.67,3603.38,73000,1,45301,0,9.0,1,1,0,0,0,221.3,0,1,1,32,0,33.0,1,1,0,0,0,0,0,1,0
0,0,26703.96,59098,0,134036,0,2.7,0,1,0,1,0,230.3,0,1,0,22,0,35.6,0,0,0,0,1,0,0,1,0
0,0,27258.57,112928,0,121110,0,9.0,1,1,0,0,1,137.6,0,2,0,9,0,46.95,0,0,1,0,0,0,0,0,1
1,17060.47,19324.87,111431,0,67359,0,10.5,0,0,0,0,0,180.0,1,1,1,31,0,27.86,0,1,0,0,0,0,0,0,1
0,0,23020.65,73000,1,162472,0,1.9,0,0,0,0,0,128.8,0,1,0,27,0,33.0,1,0,0,1,0,0,0,0,1
0,0,15419.2,94460,0,114346,0,9.0,1,0,0,0,0,167.4,0,1,1,15,0,41.0,0,0,0,0,1,0,0,0,1
1,9016.75,16241.78,66722,0,101000,1,11.7,0,0,0,0,0,269.5,0,0,0,9,0,42.36,0,0,0,0,1,0,0,1,0
0,0,15631.88,30704,0,88069,0,12.9,0,0,0,0,0,103.9,0,1,1,0,0,35.52,0,0,0,0,0,1,0,1,0
0,0,6816.96,61487,0,81280,0,0.3,0,0,0,1,0,164.0,0,1,0,21,0,33.0,1,0,0,0,0,0,1,1,0
0,0,36679.03,73000,1,82513,0,4.5,0,0,0,1,0,1.9,0,1,0,11,0,33.0,1,1,0,0,0,0,0,0,1
0,0,20775.6,58309,0,60770,0,8.9,0,0,0,1,0,157.9,0,0,0,31,0,33.0,1,0,0,1,0,0,0,0,1
0,0,33909.86,39029,0,56649,0,3.8,0,0,0,0,0,147.5,0,0,0,25,0,33.0,1,0,0,0,0,0,1,1,0
0,0,37796.71,32549,0,138798,0,9.0,1,2,0,0,0,98.1,0,1,0,26,0,46.85,0,1,0,0,0,0,0,0,1
0,0,13010.48,69823,0,146733,0,7.1,0,0,0,1,0,173.8,0,0,0,21,1,30.22,0,0,0,0,1,0,0,0,1
1,7140.65,15834.87,140682,0,39209,0,9.0,1,0,0,2,0,201.2,0,5,0,25,0,18.76,0,1,0,0,0,0,0,0,1
0,0,5354.2,3275,0,104035,0,8.4,0,0,1,1,0,12.9,0,1,0,33,0,39.99,0,0,0,0,0,0,1,1,0
0,0,26507.91,74810,0,102350,0,10.8,0,0,0,0,0,161.6,0,0,0,20,0,33.0,1,0,1,0,0,0,0,1,0
0,0,17170.14,69420,0,126829,0,4.7,0,0,0,0,0,55.8,0,1,0,27,0,33.0,1,0,0,0,1,0,0,1,0
0,0,24101.12,114203,0,140506,0,12.7,0,0,1,0,1,189.4,0,0,0,25,0,22.48,0,0,0,1,0,0,0,0,1
0,0,32319.68,101372,0,63407,0,0.8,0,0,1,0,0,173.7,0,0,0,17,0,44.18,0,1,0,0,0,0,0,1,0
0,0,7092.19,73000,1,143206,0,8.2,0,1,0,2,0,222.1,0,3,0,33,0,42.43,0,0,0,1,0,0,0,0,1
0,0,30799.83,3129,0,102710,0,1.9,0,0,1,0,0,73.0,0,3,0,16,0,31.83,0,0,0,0,1,0,0,1,0
0,0,11781.36,63340,0,55984,0,9.2,0,0,0,1,0,42.4,0,3,0,31,0,47.2,0,0,1,0,0,0,0,1,0
0,0,8253.81,28810,0,146886,0,25.4,0,0,0,1,0,101.0,0,0,0,11,0,26.18,0,0,1,0,0,0,0,1,0
0,0,30308.33,65366,0,11328,0,7.1,0,0,0,0,0,209.1,0,5,0,28,0,33.0,1,0,0,0,0,1,0,1,0
0,0,24380.13,56455,0,101000,1,9.0,1,0,0,2,0,49.0,0,3,0,29,0,31.16,0,1,0,0,0,0,0,0,1
0,0,22996.9,77041,0,123109,0,5.0,0,0,0,1,0,264.1,0,2,0,12,0,37.01,0,0,0,1,0,0,0,1,0
1,28397.71,8123.41,65034,0,107554,0,18.0,0,0,0,0,0,251.4,0,0,0,38,0,30.98,0,0,0,1,0,0,0,0,1
0,0,35294.52,73000,1,82680,0,4.6,0,0,0,1,0,228.5,0,1,0,10,0,33.0,1,0,1,0,0,0,0,0,1
0,0,5700.12,73000,1,128523,0,5.7,0,0,1,0,0,182.4,0,3,0,20,0,22.5,0,0,1,0,0,0,0,0,1
0,0,30024.22,46010,0,90558,0,0.2,0,0,0,1,0,223.7,0,0,0,8,0,33.0,1,0,0,0,0,0,1,0,1
0,0,31204.21,67126,0,101000,1,9.0,1,0,0,0,1,221.6,0,0,0,15,0,33.82,0,0,0,0,0,1,0,0,1
1,8604.2,14715.33,131406,0,98768,0,18.5,0,0,0,0,1,176.8,0,0,0,19,0,47.24,0,0,0,0,1,0,0,1,0
0,0,33029.07,73000,1,87910,0,18.1,0,0,0,0,0,452.7,0,1,0,20,0,28.58,0,0,0,0,0,0,1,1,0
0,0,16352.59,123647,0,191180,0,0.0,0,1,0,0,0,403.7,0,1,0,21,0,31.88,0,0,0,1,0,0,0,0,1
0,0,9059.22,56501,0,106987,0,9.0,1,1,0,3,0,78.9,0,1,0,18,0,33.98,0,0,0,0,1,0,0,1,0
0,0,2600.02,64428,0,80673,0,15.9,0,0,0,1,0,154.3,0,2,0,29,0,33.0,1,0,1,0,0,0,0,0,1
0,0,26667.44,108893,0,94585,0,7.5,0,0,1,0,0,285.8,0,0,0,16,0,37.89,0,1,0,0,0,0,0,1,0
0,0,35920.6,131441,0,137105,0,13.0,0,0,0,0,0,251.6,0,2,0,29,0,16.93,0,1,0,0,0,0,0,1,0
0,0,3873.23,31277,0,144321,0,9.7,0,2,0,0,1,205.0,0,1,0,22,0,33.0,1,0,0,0,0,1,0,1,0
0,0,17728.46,102202,0,101000,1,9.4,0,0,0,0,1,121.2,0,3,0,22,0,45.6,0,0,0,0,0,0,1,0,1
0,0,5372.44,49320,0,118406,0,15.4,0,0,0,1,0,219.2,0,0,0,32,0,33.0,1,0,0,1,0,0,0,0,1
0,0,38543.13,66550,0,137163,0,9.9,0,0,0,0,0,135.7,0,4,0,8,0,19.65,0,0,0,0,0,0,1,0,1
1,14534.23,20239.61,117679,0,101000,1,15.6,0,0,0,1,0,98.0,0,2,0,27,0,33.0,1,1,0,0,0,0,0,0,1
0,0,2059.75,140761,0,102325,0,9.6,0,0,0,0,1,110.5,0,1,1,26,0,37.45,0,0,0,1,0,0,0,0,1
0,0,11348.58,46604,0,0,0,19.5,0,1,0,0,0,185.8,0,2,0,19,0,25.83,0,0,0,1,0,0,0,0,1
